公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1760 - 寶齡富錦,董事會通過,1,102/03/29,102/06/28,"-160,130,848","-40,562,620","-193,893,468","-193,893,468",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1762 - 中化合成,股東會確認,1,,102/06/19,"110,758,286","175,564,743","268,766,555","152,426,555",1.5,0,"116,340,000",0,0,0,"1,307,191","13,071,910",0,0,0,無,,新台幣                 10.0000元
1762 - 中化合成,董事會通過,1,102/03/06,102/06/19,"110,758,286","175,564,743","268,766,555","152,426,555",1.5,,"116,340,000",,,,"1,307,191","13,071,910",,,,無,,新台幣                 10.0000元
1773 - 勝一化工,股東會確認,1,,102/06/10,"809,206,504","542,614,119","1,297,559,211","897,059,211",3,0,"400,500,000",0,0,0,"21,303,192","4,260,638",0,0,0,無,,新台幣                 10.0000元
1773 - 勝一化工,董事會通過,1,102/03/22,102/06/10,"809,206,504","542,614,119","1,351,820,623","897,059,211",3,0,"400,500,000",0,0,0,"21,303,192","4,260,638",0,,,無,,新台幣                 10.0000元
1776 - 展宇,股東會確認,1,,102/06/17,"146,666,494","138,531,567","271,344,904","191,513,920",0.9,0,"47,898,590",0.6,0,"3,193,239","2,661,033","2,793,077","3,416,000","193,650",5.717,無,,新台幣                 10.0000元
1776 - 展宇,董事會通過,1,102/04/19,102/06/17,"146,666,494","138,531,567","271,344,904","191,513,920",0.9,0,"47,898,590",0.6,0,"3,193,239","2,661,033","2,793,077","3,416,000",,,無,,新台幣                 10.0000元
1783 - 和康生技,股東會確認,1,,102/06/18,"-145,381,502","2,763,870","-142,617,632","-142,617,632",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1783 - 和康生技,董事會通過,1,102/03/20,102/06/18,"-145,381,502","2,763,870","-142,617,632","-142,617,632",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1786 - 科妍,股東會確認,1,,102/06/28,"-36,618,381","62,430,360","23,230,781",1,0,0,0,0.5807695,0.0192305,"2,400,000","1,161,539","1,161,540",0,0,0,無,,新台幣                 10.0000元
1786 - 科妍,董事會通過,1,102/03/27,102/06/28,"-36,618,381","62,430,360","25,811,979",1,0,0,0,0.5807695,0.0192305,"2,400,000","1,161,539","1,161,540",0,,,無,,新台幣                 10.0000元
1789 - 台灣神隆,股東會確認,1,,102/06/21,"53,776,767","1,170,468,987","1,107,198,855","67,310,855",1.2,0,"779,916,000",0.4,0,"25,997,200","21,068,442","2,106,845",0,0,0,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1789 - 台灣神隆,董事會通過,1,102/03/22,102/06/21,"53,776,767","1,170,468,987","1,107,198,855","67,310,855",1.2,0,"779,916,000",0.4,0,"25,997,200","21,068,442","2,106,845",0,,,無,,新台幣                 10.0000元
1802 - 台玻,股東會確認,1,,102/06/10,"5,699,938,562","-1,820,246,561","3,879,692,001","3,641,885,921",0.1,0,"237,806,080",0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1802 - 台玻,董事會通過,1,102/03/18,102/06/10,"5,699,938,562","-1,820,246,561","3,879,692,001","3,641,885,921",0.1,0,"237,806,080",0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1805 - 寶徠,股東會確認,1,,102/06/26,"-89,680,298","65,395,013","-24,285,285","-24,285,285",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1805 - 寶徠,董事會通過,1,102/03/28,102/06/26,"-89,680,298","65,395,013","-24,285,285","-24,285,285",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1806 - 冠軍,股東會確認,1,,102/06/18,"2,253,633,505","-302,532,434","1,951,101,071","1,951,101,071",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1806 - 冠軍,董事會通過,1,102/05/06,102/06/18,"2,253,633,505","-302,532,434","1,951,101,071","1,951,101,071",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1808 - 潤隆,股東會確認,1,,102/06/11,"83,216,065","632,290,175","652,277,222","218,177,222",3,0,"434,100,000",0,0,0,"5,650,000","11,300,000",0,0,0,無,,新台幣                 10.0000元
1808 - 潤隆,董事會通過,1,102/03/20,102/06/11,"83,216,065","632,290,175","652,277,222","218,177,222",3,0,"434,100,000",0,0,0,"5,650,000","11,300,000",0,,,無,,新台幣                 10.0000元
1809 - 中釉,股東會確認,1,,102/06/17,"692,030,968","122,394,373","802,185,904","745,239,789",0.3,0,"56,946,115",0,0,0,"2,203,099","2,203,099",0,0,,無,,新台幣                 10.0000元
1809 - 中釉,董事會通過,1,102/03/27,102/06/17,"692,030,968","122,394,373","802,185,904","745,239,789",0.3,0,"56,946,115",0,0,0,"2,203,099","2,203,099",0,,,無,,新台幣                 10.0000元
1810 - 和成,股東會確認,1,,102/06/20,0,"42,744,582","42,744,582","38,470,124",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1810 - 和成,董事會通過,1,102/03/29,102/06/20,0,"42,744,582","42,744,582","38,470,124",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1817 - 凱撒衛浴,股東會確認,1,,102/06/24,"135,004,142","120,431,705","243,392,676","165,992,676",1.2,0,"77,400,000",0,0,0,"2,167,771","3,251,656",0,0,,無,,新台幣                 10.0000元
1817 - 凱撒衛浴,董事會通過,1,102/03/25,102/06/24,"135,004,142","120,431,705","243,392,676","165,992,676",1.2,0,"77,400,000",0,0,0,"2,167,771","3,251,656",0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
1902 - 台紙,股東會確認,1,,102/06/10,"520,828,640","-187,110,900","333,717,740","333,717,740",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1902 - 台紙,董事會通過,1,102/03/21,102/06/10,"520,828,640","-187,110,900","333,717,740","333,717,740",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1903 - 士紙,股東會確認,1,,102/06/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1903 - 士紙,董事會通過,1,102/03/11,102/06/04,0,0,0,0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1904 - 正隆,股東會確認,1,,102/06/14,"3,872,347,036","1,125,768,361","4,454,964,638","3,810,943,693",0.6,0,"644,020,945",0,0,0,0,"27,000,000",0,0,0,無,,新台幣                 10.0000元
1904 - 正隆,董事會通過,1,102/04/25,102/06/14,"3,872,347,036","1,125,768,361","4,454,964,638","3,810,943,693",0.6,0,"644,020,945",0,0,0,0,"27,000,000",0,,,無,,新台幣                 10.0000元
1905 - 華紙,股東會確認,1,,102/06/25,"37,359,738","-223,162,840","-1,008,484,973","-1,008,484,973",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
1905 - 華紙,董事會通過,1,102/03/14,102/06/25,"37,359,738","-223,162,840",0,"-1,008,484,973",0,,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1906 - 寶隆,股東會確認,1,,102/06/17,"55,069,504","-60,337,967","-5,268,463","-5,268,463",0,0,0,0,0,0,0,0,0,0,,無,,新台幣                 10.0000元
1906 - 寶隆,董事會通過,1,102/03/22,102/06/17,"55,069,504","-60,337,967","-5,268,463","-5,268,463",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
1907 - 永豐餘,股東會確認,1,,102/06/19,"804,244,929","1,077,596,241","1,774,081,546","1,109,932,947",0.4,0,"664,148,599",0,0,0,"7,500,000","4,717,152",0,0,0,無,,新台幣                 10.0000元
1907 - 永豐餘,董事會通過,1,102/03/25,102/06/19,"804,244,929","1,077,596,241","1,774,081,546","1,109,932,947",0.4,0,"664,148,599",0,0,0,"7,500,000","4,717,152",0,,,無,,新台幣                 10.0000元
1909 - 榮成,股東會確認,1,,102/06/14,"1,059,205,528","464,514,182","1,523,719,710","1,202,422,967",0.4,0,"274,845,324",0,0,0,0,"4,180,628",0,0,,無,,新台幣                 10.0000元
1909 - 榮成,董事會通過,1,102/03/25,102/06/14,"1,059,205,528","464,514,182","1,523,719,710","1,202,422,967",0.4,0,"274,845,324",0,0,0,0,"4,180,628",0,,,無,,新台幣                 10.0000元
2002 - 中鋼,股東會確認,1,,102/06/19,"150,425,467","5,811,490,295","7,705,766,732","15,953,276",0.4,0,"6,108,990,606",0.1,0,"152,724,765","7,765,149","414,141,286",0,0,0,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
2002 - 中鋼,董事會通過,1,102/03/22,102/06/19,"150,425,467","5,811,490,295","7,705,766,732","15,953,276",0.4,0,"6,108,990,606",0.1,0,"152,724,765","7,765,149","414,141,286",0,,,無,,新台幣                 10.0000元
2002A - 中鋼特別股,股東會確認,1,,102/06/19,"150,425,467","5,811,490,295","7,705,766,732","15,953,276",1.3,0,"49,748,400",0.1,0,"382,680","7,765,149","414,141,286",0,0,0,無,,
2002A - 中鋼特別股,董事會通過,1,102/03/22,102/06/19,"150,425,467","5,811,490,295","7,705,766,732","15,953,276",1.3,0,"49,748,400",0.1,0,"382,680","7,765,149","414,141,286",0,,,無,,
2006 - 東和鋼鐵,股東會確認,1,,102/06/25,"2,006,213,128","1,747,893,446","3,578,386,067","2,280,795,200",1.3,0,"1,297,590,867",0,0,0,"47,193,123","47,193,123",0,0,0,無,,新台幣                 10.0000元
2006 - 東和鋼鐵,董事會通過,1,102/03/29,102/06/25,"2,006,213,128","1,747,893,446","3,578,386,067","2,280,795,200",1.3,0,"1,297,590,867",0,0,0,"47,193,123","47,193,123",0,,,無,,新台幣                 10.0000元
2007 - 燁興公司,股東會確認,1,,102/06/18,"120,075,112","-771,070,363","-705,750,738","-705,750,738",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2007 - 燁興公司,董事會通過,1,102/03/27,102/06/18,"120,075,112","-771,070,363","-705,750,738","-705,750,738",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2008 - 高興昌,股東會確認,1,,102/06/26,"-3,514,822,253","-887,871,025","-4,402,693,278","-4,402,693,278",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2008 - 高興昌,董事會通過,1,102/03/29,102/06/26,"-3,514,822,253","-887,871,025","-4,402,693,278","-4,402,693,278",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2009 - 第一伸銅,股東會確認,1,,102/06/24,0,"18,866,764","16,980,088","16,980,088",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2009 - 第一伸銅,董事會通過,1,102/03/19,102/06/24,0,"18,866,764","16,980,088","16,980,088",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2010 - 春源鋼鐵,股東會確認,1,,102/06/14,"572,813,928","389,954,766","923,773,217","599,945,522",0.5,0,"323,827,695",0,0,0,"3,338,430","6,676,860",0,0,,無,,新台幣                 10.0000元
2010 - 春源鋼鐵,董事會通過,1,102/03/21,102/06/14,"572,813,928","389,954,766","923,773,217","599,945,522",0.5,0,"323,827,695",0,0,0,"3,338,430","6,676,860",0,,,無,,新台幣                 10.0000元
2012 - 春雨,股東會確認,1,,102/06/26,"-137,063,511","-178,385,560","-315,449,071","-315,449,071",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2012 - 春雨,董事會通過,1,102/03/22,102/06/26,"-137,063,511","-178,385,560","-315,449,071","-315,449,071",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
2013 - 中鋼構,股東會確認,1,,102/06/18,"285,878,701","591,827,215","818,523,194","398,523,194",2.1,0,"420,000,000",0,0,0,"4,468,085","22,340,426",0,0,,無,,新台幣                 10.0000元
2013 - 中鋼構,董事會通過,1,102/03/20,102/06/18,"285,878,701","591,827,215","818,523,194","398,523,194",2.1,0,"420,000,000",0,0,0,"4,468,085","22,340,426",0,,,無,,新台幣                 10.0000元
2014 - 中鴻,股東會確認,1,,102/06/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2014 - 中鴻,董事會通過,1,102/03/18,102/06/19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2015 - 豐興鋼鐵,股東會確認,1,,102/06/10,"5,339,783,537","1,619,486,003","6,797,320,940","5,343,322,380",2.5,0,"1,453,998,560",0,0,0,"28,000,000","30,620,000",0,0,0,無,,新台幣                 10.0000元
2015 - 豐興鋼鐵,董事會通過,1,102/03/11,102/06/10,"5,339,783,537","1,619,486,003","6,797,320,940","5,343,322,380",2.5,0,"1,453,998,560",0,0,0,"28,000,000","30,620,000",0,,,無,,新台幣                 10.0000元
2017 - 官田鋼,股東會確認,1,,102/06/27,"28,799,465","-395,185,618","-366,386,153","-366,386,153",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2017 - 官田鋼,董事會通過,1,102/03/26,102/06/27,"28,799,465","-395,185,618",0,"-366,386,153",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2020 - 美亞鋼管,股東會確認,1,,102/06/19,0,"109,358,114","51,065,085",0,0.19450913,0.00549087,"51,065,085",0,0,0,"1,564,607","2,607,676",0,0,0,無,,新台幣                 10.0000元
2020 - 美亞鋼管,董事會通過,1,102/05/03,102/06/19,0,"109,358,114","51,065,085",0,0.19450913,0.00549087,"51,065,085",0,0,0,"1,564,607","2,607,676",0,,,無,,新台幣                 10.0000元
2022 - 聚亨,股東會確認,1,,102/06/11,"117,221,487","-351,571,134","-265,684,439","-265,684,439",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2022 - 聚亨,董事會通過,1,102/03/26,102/06/11,"117,221,487","-351,571,134","-265,684,439","-265,684,439",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2023 - 燁輝,股東會確認,1,,102/06/20,"1,216,643,416","-1,061,962,533","27,600,518","27,600,518",0,0,0,0,0,0,0,0,0,0,,無,,新台幣                 10.0000元
2023 - 燁輝,董事會通過,1,102/03/27,102/06/20,"1,216,643,416","-1,061,962,533","27,600,518","27,600,518",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2024 - 志聯工業,股東會確認,1,,102/06/20,"5,946,275","-99,621,086","-93,674,811","-85,267,725",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
2024 - 志聯工業,董事會通過,1,102/03/27,102/06/20,"5,946,275","-99,621,086","-93,674,811","-85,267,725",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2025 - 千興,股東會確認,1,,102/06/21,"-1,392,800,232","-438,962,498","-1,831,762,730","-1,831,762,730",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2025 - 千興,董事會通過,1,102/03/25,102/06/21,"-1,392,800,232","-438,962,498","-1,831,762,730","-1,831,762,730",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2027 - 大成鋼,股東會確認,1,,102/06/28,"13,505,075","390,945,985","16,867,378","16,867,378",0,0.2,"137,833,457",0,1,"68,916,728",0,0,0,0,0,無,,新台幣                 10.0000元
2027 - 大成鋼,董事會通過,1,102/04/08,102/06/28,"13,505,075","390,945,985","16,867,378","16,867,378",0,0.2,"137,833,457",0,1,"68,916,728",0,0,0,,,無,,新台幣                 10.0000元
2028 - 威致鋼鐵,股東會確認,1,,102/06/20,"-426,260,103","-48,112,361","-474,372,464","-474,372,464",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2028 - 威致鋼鐵,董事會通過,1,102/03/25,102/06/20,"-426,260,103","-48,112,361","-474,372,464","-474,372,464",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2029 - 盛餘,股東會確認,1,,102/06/13,"2,060,393,455","153,832,484","2,198,842,691","2,086,429,691",0.35,0,"112,413,000",0,0,0,"1,200,000","3,000,000",0,0,0,無,,新台幣                 10.0000元
2029 - 盛餘,董事會通過,1,102/03/14,102/06/13,"2,060,393,455","153,832,484","2,198,842,691","2,086,429,691",0.35,,"112,413,000",0,0,0,"1,200,000","3,000,000",0,,,無,,新台幣                 10.0000元
2030 - 彰源,股東會確認,1,,102/06/17,"-120,386,414","-357,915,040","-478,301,454","-478,301,454",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2030 - 彰源,董事會通過,1,102/03/22,102/06/17,"-120,386,414","-357,915,040","-478,301,454","-478,301,454",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2031 - 新光鋼,股東會確認,1,,102/06/10,"1,049,128,003","-215,637,668","839,505,125","701,126,489",0.5,0,"138,378,636",0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2031 - 新光鋼,董事會通過,1,102/03/12,102/06/10,"1,049,128,003","-215,637,668","839,505,125","701,126,489",0.5,0,"138,378,636",0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2032 - 新鋼工業,股東會確認,1,,102/06/11,"65,850,334","10,583,768","75,375,725","75,375,725",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2032 - 新鋼工業,董事會通過,1,102/03/18,102/06/11,"65,850,334","10,583,768","75,375,725","75,375,725",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
2033 - 佳大世界,股東會確認,1,,102/06/20,"7,919,273","40,244,024","74,408,773","17,922,598",0.7,0,"56,486,175",0,0,0,"1,802,750","1,802,750",0,0,0,無,,新台幣                 10.0000元
2033 - 佳大世界,董事會通過,1,102/03/25,102/06/20,"7,919,273","40,244,024","78,433,175","17,922,598",0.7,0,"56,486,175",0,0,0,"1,802,750","1,802,750",0,,,無,,新台幣                 10.0000元
2034 - 允強,股東會確認,1,,102/06/18,"46,861,683","321,164,226","337,290,391","78,207,191",0.7,0,"259,083,200",0,0,0,"5,809,000","14,521,000",0,0,,無,,新台幣                 10.0000元
2034 - 允強,董事會通過,1,102/03/29,102/06/18,"46,861,683","321,164,226","337,290,391","78,207,191",0.7,0,"259,083,200",0,0,0,"5,809,000","14,521,000",0,,,無,,新台幣                 10.0000元
2038 - 海光企業,股東會確認,1,,102/06/07,"561,546,225","70,584,320","625,072,113","576,734,907",0.28,0,"48,337,206",0,0,0,"1,905,777","1,270,518",0,0,0,無,,新台幣                 10.0000元
2038 - 海光企業,董事會通過,1,102/03/15,102/06/07,"561,546,225","70,584,320","625,072,113","576,734,907",0.28,0,"48,337,206",0,0,0,"1,905,777","1,270,518",0,,,無,,新台幣                 10.0000元
2049 - 上銀科技,股東會確認,1,,102/06/28,"4,200,333,172","2,003,194,665","5,972,622,379","5,233,338,580",2.7,0,"665,355,419",0.3,0,"7,392,838","81,221,622","162,443,245",0,0,,無,,新台幣                 10.0000元
2049 - 上銀科技,董事會通過,1,102/03/25,102/06/28,"4,200,333,172","2,003,194,665","1,772,289,207","5,233,338,580",2.7,0,"665,355,419",0.3,0,"7,392,838","81,221,622","162,443,245",0,,,無,,新台幣                 10.0000元
2059 - 川湖,股東會確認,1,,102/06/27,"1,708,173,429","1,056,056,633","2,658,624,399","2,097,641,847",6,0,"560,982,552",0,0,0,"6,500,000","37,955,930",0,0,0,無,,新台幣                 10.0000元
2059 - 川湖,董事會通過,1,102/05/03,102/06/27,"1,708,173,429","1,056,056,633","2,658,624,399","2,097,641,847",6,0,"560,982,552",0,0,0,"6,500,000","37,955,930",0,,,無,,新台幣                 10.0000元
2062 - 橋椿,股東會確認,1,,102/05/07,"530,118,011","326,706,243","766,437,124","440,437,124",2,0,"326,000,000",0,0,0,"3,422,000","6,000,000",0,0,0,無,,新台幣                 10.0000元
2062 - 橋椿,董事會通過,1,102/03/18,102/05/07,"530,118,011","326,706,243","766,437,124","440,437,124",2,0,"326,000,000",0,0,0,"3,422,000","6,000,000",0,,,無,,新台幣                 10.0000元
2101 - 南港輪胎,股東會確認,1,,102/06/13,"514,989,126","224,120,932","739,110,058","716,697,965",0,0,0,0,0,0,0,0,0,0,0,無,,新台幣                 10.0000元
2101 - 南港輪胎,董事會通過,1,102/03/22,102/06/13,"514,989,126","224,120,932","739,110,058","716,697,965",0,0,0,0,0,0,0,0,0,,,無,,新台幣                 10.0000元
2102 - 泰豐輪胎,股東會確認,1,,102/06/04,"1,803,950,745","419,259,513","2,181,284,307","1,939,384,634",0.1,0,"40,316,613",0.5,0,"20,158,306","3,773,336","15,093,342",0,0,0,無,,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),董監酬勞(元),員工紅利-現金紅利金額(元),員工紅利-股票紅利金額(元),員工紅利-股票紅利股數(股),員工紅利-股票紅利股數佔盈餘轉增資之比例(%),有無全數分派員工股票紅利而股東未配發股票股利之情事,股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性,普通股每股面額
2102 - 泰豐輪胎,董事會通過,1,102/03/15,102/06/04,"1,803,950,745","419,259,513","2,181,284,307","1,939,384,634",0.1,0,"40,316,613",0.5,0,"20,158,306","3,773,336","15,093,342",0,,,無,,新台幣                 10.0000元
2103 - 台橡,股東會確認,1,,102/06/18,"1,597,643,994","2,574,249,410","3,914,468,463","1,869,853,278",2.6,0,"2,044,615,185",0,0,0,"21,078,507","42,157,014",0,0,0,無,,新台幣                 10.0000元
2103 - 台橡,董事會通過,1,102/03/14,102/06/18,"1,597,643,994","2,574,249,410","3,914,468,463","1,869,853,278",2.6,,"2,044,615,185",0,,0,"21,078,507","42,157,014",0,,,無,,新台幣                 10.0000元
