公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1725 - 元禎,董事會通過,1,106/03/10,106/06/07,"128,690,307","207,364,070","309,697,460","164,831,878",0.8,0,"144,865,582",0,0,0,新台幣                 10.0000元
1726 - 永記造漆,股東會確認,1,,106/06/23,"3,934,683,152","1,055,538,396","4,840,890,126","4,192,890,126",4,0,"648,000,000",0,0,0,新台幣                 10.0000元
1726 - 永記造漆,董事會通過,1,106/03/28,106/06/23,"3,934,683,152","1,055,538,396","4,840,890,126","4,192,890,126",4,0,"648,000,000",0,0,0,新台幣                 10.0000元
1727 - 中華化學,股東會確認,1,,106/06/20,"69,442,928","97,549,275","153,240,950","87,090,950",0.6,0,"66,150,000",0,0,0,新台幣                 10.0000元
1727 - 中華化學,董事會通過,1,106/03/21,106/06/20,"69,442,928","97,549,275","153,240,950","87,090,950",0.6,0,"66,150,000",0,0,0,新台幣                 10.0000元
1730 - 花仙子,股東會確認,1,,106/06/15,"159,761,925","171,403,238","306,558,049","181,199,480",2.2,0,"125,358,569",0,0,0,新台幣                 10.0000元
1730 - 花仙子,董事會通過,1,106/02/22,106/06/15,"159,761,925","171,403,238","306,558,049","181,199,480",2.2,0,"125,358,569",0,0,0,新台幣                 10.0000元
1731 - 美吾華,股東會確認,1,,106/06/14,"6,347,634","90,732,495","75,948,384","2,845,000",0.55,0,"73,103,384",0,0,0,新台幣                 10.0000元
1731 - 美吾華,董事會通過,1,106/02/22,106/06/14,"6,347,634","90,732,495","75,948,384","2,845,000",0.55,0,"73,103,384",0,0,0,新台幣                 10.0000元
1732 - 毛寶,股東會確認,1,,106/06/15,"-19,984,245","-24,209,017","-42,746,189","-42,746,189",0,0,0,0,0,0,新台幣                 10.0000元
1732 - 毛寶,董事會通過,1,106/03/24,106/06/15,"-19,984,245","-24,209,017","-42,746,189","-42,746,189",0,0,0,0,0,0,新台幣                 10.0000元
1733 - 五鼎,股東會確認,1,,106/06/02,"26,211,139","3,181,032","32,576,479","663,934",0.32,1.18,"149,590,056",0,0,0,新台幣                 10.0000元
1733 - 五鼎,董事會通過,1,106/03/24,106/06/02,"26,211,139","3,181,032","32,576,479","663,934",0.32,1.18,"149,590,056",0,0,0,新台幣                 10.0000元
1734 - 杏輝藥品,股東會確認,1,,106/06/20,"40,632,314","16,544,993","67,577,352","50,805,150",0.1,0,"16,772,202",0,0,0,新台幣                 10.0000元
1734 - 杏輝藥品,董事會通過,1,106/03/20,106/06/20,"40,632,314","16,544,993","67,577,352","50,805,150",0.1,0,"16,772,202",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1735 - 日勝化,股東會確認,1,,106/06/22,"56,803,421","73,231,704","122,711,955","73,017,955",0.5,0,"49,694,000",0,0,0,新台幣                 10.0000元
1735 - 日勝化,董事會通過,1,106/03/20,106/06/22,"56,803,421","73,231,704","122,711,955","73,017,955",0.5,0,"49,694,000",0,0,0,新台幣                 10.0000元
1736 - 喬山健康,股東會確認,1,,106/06/22,"4,317,310,576","716,179,908","4,294,144,768","3,945,560,658",1.15,0,"348,584,110",0,0,0,新台幣                 10.0000元
1736 - 喬山健康,董事會通過,1,106/05/11,106/06/22,"4,317,310,576","716,179,908","4,294,144,768","3,945,560,658",1.15,0,"348,584,110",0,0,0,新台幣                 10.0000元
1737 - 臺鹽,股東會確認,1,,106/06/22,"366,767","351,966,497","302,324,791","2,324,791",1.5,0,"300,000,000",0,0,0,新台幣                 10.0000元
1737 - 臺鹽,董事會通過,1,106/03/24,106/06/22,"366,767","351,966,497","302,324,791","2,324,791",1.5,0,"300,000,000",0,0,0,新台幣                 10.0000元
1760 - 寶齡富錦,股東會確認,1,,106/06/06,"3,139,796","89,719,513","76,269,142","1,935,671",0.9,0,"55,750,101",0.3,0.7,"6,194,456",新台幣                 10.0000元
1760 - 寶齡富錦,董事會通過,1,106/04/20,106/06/06,"3,139,796","89,719,513","76,269,142","1,935,671",0.9,0,"55,750,101",0.3,0.7,"6,194,456",新台幣                 10.0000元
1762 - 中化合成,股東會確認,1,,106/05/31,"307,854,605","60,282,755","361,350,805","322,570,805",0.5,0,"38,780,000",0,0,0,新台幣                 10.0000元
1762 - 中化合成,董事會通過,1,106/03/07,106/05/31,"307,854,605","60,282,755","361,350,805","322,570,805",0.5,0,"38,780,000",0,0,0,新台幣                 10.0000元
1773 - 勝一化工,股東會確認,1,,106/06/07,"1,140,591,857","785,193,748","1,810,609,727","1,210,609,727",4,0,"600,000,000",0,0,0,新台幣                 10.0000元
1773 - 勝一化工,董事會通過,1,106/03/08,106/06/07,"1,140,591,857","785,193,748","1,810,609,727","1,210,609,727",4,0,"600,000,000",0,0,0,新台幣                 10.0000元
1776 - 展宇,股東會確認,1,,106/06/22,"145,285,470","107,633,925","199,552,029","88,255,870",1.6,0,"111,296,159",0,0,0,新台幣                 10.0000元
1776 - 展宇,董事會通過,1,106/03/27,106/06/22,"145,285,470","107,633,925","199,552,029","95,211,880",1.5,0,"104,340,149",0,0,0,新台幣                 10.0000元
1783 - 和康生技,股東會確認,1,,106/06/26,0,"-12,246,601","-12,490,791","-12,490,791",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1783 - 和康生技,董事會通過,1,106/03/21,106/06/26,0,"-12,246,601","-12,490,791","-12,490,791",0,0,0,0,0,0,新台幣                 10.0000元
1786 - 科妍,股東會確認,1,,106/06/14,"20,621,790","-26,263,177",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1786 - 科妍,董事會通過,1,106/03/21,106/06/14,"20,621,790","-26,263,177",0,0,0,0,0,0,0,0,新台幣                 10.0000元
1789 - 台灣神隆,股東會確認,1,,106/06/27,"216,742,785","658,693,446","803,431,123","271,202,800",0.3,0,"228,097,853",0.4,0,"30,413,047",新台幣                 10.0000元
1789 - 台灣神隆,董事會通過,1,106/03/28,106/06/27,"216,742,785","658,693,446","803,431,123","271,202,800",0.3,0,"228,097,853",0.4,0,"30,413,047",新台幣                 10.0000元
1802 - 台玻,股東會確認,1,,106/06/08,"5,445,452,106","-1,641,685,221","3,787,705,627","3,787,705,627",0,0,0,0,0,0,新台幣                 10.0000元
1802 - 台玻,董事會通過,1,106/03/20,106/06/08,"5,445,452,106","-1,641,685,221","3,787,705,627","3,787,705,627",0,0,0,0,0,0,新台幣                 10.0000元
1805 - 寶徠,股東會確認,1,,106/06/27,"38,876,059","-111,795,649","-72,919,590","-72,919,590",0,0,0,0,0,0,新台幣                 10.0000元
1805 - 寶徠,董事會通過,1,106/03/30,106/06/27,"38,876,059","-111,795,649","-72,919,590","-72,919,590",0,0,0,0,0,0,新台幣                 10.0000元
1806 - 冠軍,股東會確認,1,,106/06/15,"1,479,391,330","34,209,867","1,504,232,849","1,504,232,849",0,0,0,0,0,0,新台幣                 10.0000元
1806 - 冠軍,董事會通過,1,106/03/27,106/06/15,"1,479,391,330","34,209,867","1,504,232,849","1,504,232,849",0,0,0,0,0,0,新台幣                 10.0000元
1808 - 潤隆,股東會確認,1,,106/06/15,"34,781,850","1,035,778,645","966,982,630","31,982,630",3.8,1.2,"1,235,000,000",0,0,0,新台幣                 10.0000元
1808 - 潤隆,董事會通過,1,106/03/21,106/06/15,"34,781,850","1,035,778,645","966,982,630","31,982,630",3.8,1.2,"1,235,000,000",0,0,0,新台幣                 10.0000元
1809 - 中釉,股東會確認,1,,106/06/22,"960,496,978","113,243,216","1,052,288,790","1,002,176,209",0.3,0,"50,112,581",0,0,0,新台幣                 10.0000元
1809 - 中釉,董事會通過,1,106/03/24,106/06/22,"960,496,978","113,243,216","1,052,288,790","1,002,176,209",0.3,0,"50,112,581",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1810 - 和成,股東會確認,1,,106/06/28,"21,515,991","296,618,969","25,723,011","25,723,011",0,0,0,0,0,0,新台幣                 10.0000元
1810 - 和成,董事會通過,1,106/05/09,106/06/28,"21,515,991","296,618,969","25,723,011","25,723,011",0,0,0,0,0,0,新台幣                 10.0000元
1817 - 凱撒衛浴,股東會確認,1,,106/06/21,"218,564,788","247,110,708","427,550,805","267,830,805",2.2,0,"159,720,000",0,0,0,新台幣                 10.0000元
1817 - 凱撒衛浴,董事會通過,1,106/03/21,106/06/21,"218,564,788","247,110,708","427,550,805","267,830,805",2.2,0,"159,720,000",0,0,0,新台幣                 10.0000元
1902 - 台紙,股東會確認,1,,106/06/28,"485,122,925","-277,646,075","246,891,649","246,891,649",0,0,0,0,0,0,新台幣                 10.0000元
1902 - 台紙,董事會通過,1,106/03/13,106/06/28,"485,122,925","-277,646,075","246,891,649","246,891,649",0,0,0,0,0,0,新台幣                 10.0000元
1903 - 士紙,股東會確認,1,,106/06/15,"-947,238,593","-182,904,290","-1,130,467,330","-1,130,467,330",0,0,0,0,0,0,新台幣                 10.0000元
1903 - 士紙,董事會通過,1,106/03/16,106/06/15,"-947,238,593","-182,904,290","-1,130,467,330","-1,130,467,330",0,0,0,0,0,0,新台幣                 10.0000元
1904 - 正隆,股東會確認,1,,106/06/16,"4,247,632,494","1,296,586,234","4,830,056,191","4,275,918,930",0.5,0,"554,137,261",0,0,0,新台幣                 10.0000元
1904 - 正隆,董事會通過,1,106/04/26,106/06/16,"4,247,632,494","1,296,586,234","4,830,056,191","4,275,918,930",0.5,0,"554,137,261",0,0,0,新台幣                 10.0000元
1905 - 華紙,股東會確認,1,,106/06/19,"2,577,720,949","391,114,681","2,879,922,568","2,493,930,207",0.35,0,"385,992,361",0,0,0,新台幣                 10.0000元
1905 - 華紙,董事會通過,1,106/03/16,106/06/19,"2,577,720,949","391,114,681","2,879,922,568","2,493,930,207",0.35,0,"385,992,361",0,0,0,新台幣                 10.0000元
1906 - 寶隆,股東會確認,1,,106/06/07,"392,156,499","982,872,782","1,322,662,022","1,096,162,022",1.5,0,"226,500,000",0,0,0,新台幣                 10.0000元
1906 - 寶隆,董事會通過,1,106/03/17,106/06/07,"392,156,499","982,872,782","1,322,662,022","1,096,162,022",1.5,0,"226,500,000",0,0,0,新台幣                 10.0000元
1907 - 永豐餘,股東會確認,1,,106/06/07,"4,951,996,125","126,117,094","4,935,840,496","4,935,840,496",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
1907 - 永豐餘,董事會通過,1,106/03/16,106/06/07,"4,951,996,125","126,117,094","4,935,840,496","4,935,840,496",0,0,0,0,0,0,新台幣                 10.0000元
1909 - 榮成,股東會確認,1,,106/06/14,"1,899,650,764","2,407,425,104","4,066,565,722","2,413,725,409",1.5,0,"1,652,840,313",0,0,0,新台幣                 10.0000元
1909 - 榮成,董事會通過,1,106/03/21,106/06/14,"1,899,650,764","2,407,425,104","4,066,565,722","2,413,725,409",1.5,0,"1,652,840,313",0,0,0,新台幣                 10.0000元
2002 - 中鋼,股東會確認,1,,106/06/21,"1,988,255,524","16,038,369,015","17,722,819,491","4,294,612,445",0.85,0,"13,374,631,847",0,0,0,新台幣                 10.0000元
2002 - 中鋼,董事會通過,1,106/03/22,106/06/21,"1,988,255,524","16,038,369,015","17,722,819,491","4,294,612,445",0.85,0,"13,374,631,847",0,0,0,新台幣                 10.0000元
2002A - 中鋼特別股,股東會確認,1,,106/06/21,"1,988,255,524","16,038,369,015","17,722,819,491","4,294,612,445",1.4,0,"53,575,199",0,0,0,
2002A - 中鋼特別股,董事會通過,1,106/03/22,106/06/21,"1,988,255,524","16,038,369,015","17,722,819,491","4,294,612,445",1.4,0,"53,575,199",0,0,0,
2006 - 東和鋼鐵,股東會確認,1,,106/06/16,"2,162,799,871","1,484,672,655","3,526,518,934","2,228,831,052",1.3,0,"1,297,687,882",0,0,0,新台幣                 10.0000元
2006 - 東和鋼鐵,董事會通過,1,106/03/27,106/06/16,"2,162,799,871","1,484,672,655","3,526,518,934","2,228,831,052",1.3,0,"1,297,687,882",0,0,0,新台幣                 10.0000元
2007 - 燁興公司,股東會確認,1,,106/06/21,"-2,631,569,379","-256,004,039","-2,900,455,294","-2,900,455,294",0,0,0,0,0,0,新台幣                 10.0000元
2007 - 燁興公司,董事會通過,1,106/03/21,106/06/21,"-2,631,569,379","-256,004,039","-2,900,455,294","-2,900,455,294",0,0,0,0,0,0,新台幣                 10.0000元
2008 - 高興昌,股東會確認,1,,106/06/15,"523,415,402","-146,074,894","553,292,073","553,292,073",0,0,0,0,0,0,新台幣                 10.0000元
2008 - 高興昌,董事會通過,1,106/03/21,106/06/15,"523,415,402","-146,074,894","553,292,073","553,292,073",0,0,0,0,0,0,新台幣                 10.0000元
2009 - 第一伸銅,股東會確認,1,,106/06/29,"-284,016,273","-159,267,679","-451,111,521","-451,111,521",0,0,0,0,0,0,新台幣                 10.0000元
2009 - 第一伸銅,董事會通過,1,106/03/29,106/06/29,"-284,016,273","-159,267,679","-451,111,521","-451,111,521",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2010 - 春源鋼鐵,股東會確認,1,,106/06/16,"536,438,445","659,454,686","1,131,242,718","677,883,945",0.7,0,"453,358,773",0,0,0,新台幣                 10.0000元
2010 - 春源鋼鐵,董事會通過,1,106/03/22,106/06/16,"536,438,445","659,454,686","1,131,242,718","677,883,945",0.7,0,"453,358,773",0,0,0,新台幣                 10.0000元
2012 - 春雨,股東會確認,1,,106/06/28,"67,095,784","249,508,233","266,255,081","50,424,581",0.75,0,"215,830,500",0,0,0,新台幣                 10.0000元
2012 - 春雨,董事會通過,1,106/03/24,106/06/28,"67,095,784","249,508,233","266,255,081","50,424,581",0.75,0,"215,830,500",0,0,0,新台幣                 10.0000元
2013 - 中鋼構,股東會確認,1,,106/06/21,"310,418,190","72,017,332","361,552,342","309,552,342",0.26,0,"52,000,000",0,0,0,新台幣                 10.0000元
2013 - 中鋼構,董事會通過,1,106/03/17,106/06/21,"310,418,190","72,017,332","361,552,342","309,552,342",0.26,0,"52,000,000",0,0,0,新台幣                 10.0000元
2014 - 中鴻,股東會確認,1,,106/06/23,0,0,0,0,0,0,0,0,0,0,新台幣                 10.0000元
2014 - 中鴻,董事會通過,1,106/03/21,106/06/23,0,0,0,0,0,0,0,0,0,0,新台幣                 10.0000元
2015 - 豐興鋼鐵,股東會確認,1,,106/06/08,"5,164,284,699","1,815,794,052","6,728,996,782","4,984,198,510",3,0,"1,744,798,272",0,0,0,新台幣                 10.0000元
2015 - 豐興鋼鐵,董事會通過,1,106/02/24,106/06/08,"5,164,284,699","1,815,794,052","6,728,996,782","4,984,198,510",3,0,"1,744,798,272",0,0,0,新台幣                 10.0000元
2017 - 官田鋼,股東會確認,1,,106/05/10,"-293,013,117","182,594,698",0,0,0,0.35,"114,501,064",0,0,0,新台幣                 10.0000元
2017 - 官田鋼,董事會通過,1,106/03/21,106/05/10,"-293,013,117","182,594,698",0,0,0,0.35,"114,501,064",0,0,0,新台幣                 10.0000元
2020 - 美亞鋼管,股東會確認,1,,106/06/19,0,"391,847,402","356,768,522","167,547,642",0.8,0,"189,220,880",0,0,0,新台幣                 10.0000元
2020 - 美亞鋼管,董事會通過,1,106/03/24,106/06/19,0,"391,847,402","356,768,522","167,547,642",0.8,0,"189,220,880",0,0,0,新台幣                 10.0000元
2022 - 聚亨,股東會確認,1,,106/06/13,"-1,494,621,797","-89,662,001","-1,581,835,940","-1,581,835,940",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2022 - 聚亨,董事會通過,1,106/03/13,106/06/13,"-1,494,621,797","-89,662,001","-1,581,835,940","-1,581,835,940",0,0,0,0,0,0,新台幣                 10.0000元
2023 - 燁輝,股東會確認,1,,106/06/22,"608,641,931","2,502,004,855","2,760,747,800","1,042,657,220",0.4,0,"687,236,230",0.6,0,"103,085,435",新台幣                 10.0000元
2023 - 燁輝,董事會通過,1,106/05/09,106/06/22,"608,641,931","2,502,004,855","2,760,747,800","1,042,657,220",0.4,0,"687,236,230",0.6,0,"103,085,435",新台幣                 10.0000元
2024 - 志聯工業,股東會確認,1,,106/06/07,"44,315,214","100,038,315","128,644,231","70,144,231",0.6,0,"58,500,000",0,0,0,新台幣                 10.0000元
2024 - 志聯工業,董事會通過,1,106/03/17,106/06/07,"44,315,214","100,038,315","128,644,231","70,144,231",0.6,0,"58,500,000",0,0,0,新台幣                 10.0000元
2025 - 千興,股東會確認,1,,106/05/17,"-2,570,053,697","91,857,552","-2,480,039,219",0,0,0,0,0,0,0,新台幣                 10.0000元
2025 - 千興,董事會通過,1,106/02/23,106/05/17,"-2,570,053,697","91,857,552","-2,480,039,219",0,0,0,0,0,0,0,新台幣                 10.0000元
2027 - 大成鋼,股東會確認,1,,106/06/19,"774,562,282","485,749,642","1,273,847,906","612,229,279",0.5,0,"413,511,637",0.3,0,"24,810,699",新台幣                 10.0000元
2027 - 大成鋼,董事會通過,1,106/03/30,106/06/19,"774,562,282","489,517,588","1,277,239,057","615,620,430",0.5,0,"413,511,637",0.3,0,"24,810,699",新台幣                 10.0000元
2028 - 威致鋼鐵,股東會確認,1,,106/06/28,"-4,656,845,833","11,959,208","-2,468,685,152","-2,468,685,152",0,0,0,0,0,0,新台幣                 10.0000元
2028 - 威致鋼鐵,董事會通過,1,106/03/28,106/06/28,"-4,656,845,833","11,959,208","-2,468,685,152","-2,468,685,152",0,0,0,0,0,0,新台幣                 10.0000元
2029 - 盛餘,股東會確認,1,,106/06/15,"1,683,973,549","1,270,133,311","2,736,493,934","1,949,602,934",2.45,0,"786,891,000",0,0,0,新台幣                 10.0000元
2029 - 盛餘,董事會通過,1,106/03/15,106/06/15,"1,683,973,549","1,270,133,311","2,736,493,934","1,949,602,934",2.45,0,"786,891,000",0,0,0,新台幣                 10.0000元
2030 - 彰源,股東會確認,1,,106/06/15,"-217,754,638","299,340,313","17,049,908",0,0.0627,0.2373,"81,572,708",0,0,0,新台幣                 10.0000元
2030 - 彰源,董事會通過,1,106/03/20,106/06/15,"-217,754,638","299,340,313","17,049,908",0,0.0627,0.2373,"81,572,708",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2031 - 新光鋼,股東會確認,1,,106/06/15,0,"747,773,568","881,623,954","575,430,215",1,0.8,"551,148,730",0,0,0,新台幣                 10.0000元
2031 - 新光鋼,董事會通過,1,106/03/14,106/06/15,0,"747,773,568","881,623,954","575,430,215",1,0.8,"551,148,730",0,0,0,新台幣                 10.0000元
2032 - 新鋼工業,股東會確認,1,,106/06/08,"42,902,019","73,339,438","111,546,257","59,337,639",0.4,0,"52,208,618",0,0,0,新台幣                 10.0000元
2032 - 新鋼工業,董事會通過,1,106/03/17,106/06/08,"42,902,019","73,339,438","111,546,257","59,337,639",0.4,0,"52,208,618",0,0,0,新台幣                 10.0000元
2033 - 佳大世界,股東會確認,1,,106/06/14,"-8,678,004","45,431,235","31,377,567","7,169,206",0.3,0,"24,208,361",0,0,0,新台幣                 10.0000元
2033 - 佳大世界,董事會通過,1,106/03/13,106/06/14,"-8,678,004","45,431,235","31,377,567","31,377,567",0,0,0,0,0,0,新台幣                 10.0000元
2034 - 允強,股東會確認,1,,106/06/15,"135,193,785","793,563,150","854,844,971","122,009,633",1.8,0,"732,835,338",0,0,0,新台幣                 10.0000元
2034 - 允強,董事會通過,1,106/03/17,106/06/15,"135,193,785","793,563,150","854,844,971","122,009,633",1.8,0,"732,835,338",0,0,0,新台幣                 10.0000元
2038 - 海光企業,股東會確認,1,,106/06/27,"161,983,621","112,699,982","266,313,188","179,996,748",0,0,0,0.5,0,"8,631,644",新台幣                 10.0000元
2038 - 海光企業,董事會通過,1,106/02/16,106/06/27,"161,983,621","112,699,982","266,313,188","179,996,748",0,0,0,0.5,0,"8,631,644",新台幣                 10.0000元
2049 - 上銀科技,股東會確認,1,,106/06/28,"8,133,091,898","1,326,815,060","9,153,316,163","8,658,920,911",1.6,0,"439,462,442",0.2,0,"5,493,281",新台幣                 10.0000元
2049 - 上銀科技,董事會通過,1,106/03/22,106/06/28,"8,133,091,898","1,326,815,060","9,153,316,163","8,658,920,911",1.6,0,"439,462,442",0.2,0,"5,493,281",新台幣                 10.0000元
2059 - 川湖,股東會確認,1,,106/06/23,"4,353,878,760","1,571,790,855","5,918,637,051","5,132,436,207",8.25,0,"786,200,844",0,0,0,新台幣                 10.0000元
2059 - 川湖,董事會通過,1,106/05/05,106/06/23,"4,353,878,760","1,571,790,855","5,918,637,051","5,132,436,207",8.25,0,"786,200,844",0,0,0,新台幣                 10.0000元
2062 - 橋椿,股東會確認,1,,106/04/12,"1,103,898,111","746,050,355","1,770,181,983","1,607,181,983",0.99991318,0,"163,000,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2062 - 橋椿,董事會通過,1,106/02/23,106/04/12,"1,103,898,111","746,050,355","1,770,181,983","1,607,181,983",1,0,"163,000,000",0,0,0,新台幣                 10.0000元
2069 - 運錩,股東會確認,1,,106/06/28,"66,453,432","280,949,725","241,138,508","21,238,880",1.65,0,"219,899,628",0,0,0,新台幣                 10.0000元
2069 - 運錩,董事會通過,1,106/05/10,106/06/28,"66,453,432","280,949,725","241,138,508","21,238,880",1.65,0,"219,899,628",0,0,0,新台幣                 10.0000元
2101 - 南港輪胎,股東會確認,1,,106/04/28,"4,343,475","1,025,658,077","927,178,380","9,849,986",1.1,0,"917,328,394",0,0,0,新台幣                 10.0000元
2101 - 南港輪胎,董事會通過,1,106/03/16,106/04/28,"4,343,475","1,025,658,077","927,178,380","9,849,986",1.1,0,"917,328,394",0,0,0,新台幣                 10.0000元
2102 - 泰豐輪胎,股東會確認,1,,106/06/15,"2,575,978,102","-9,275,610","2,579,895,995","2,532,563,074",0.1,0,"47,332,921",0,0,0,新台幣                 10.0000元
2102 - 泰豐輪胎,董事會通過,1,106/03/24,106/06/15,"2,575,978,102","-9,275,610","2,579,895,995","2,532,563,074",0.1,0,"47,332,921",0,0,0,新台幣                 10.0000元
2103 - 台橡,股東會確認,1,,106/06/22,"867,086,767","988,351,560","1,610,500,739","784,790,761",1,0,"825,709,978",0,0,0,新台幣                 10.0000元
2103 - 台橡,董事會通過,1,106/03/16,106/06/22,"867,086,767","988,351,560","1,610,500,739","784,790,761",1,0,"825,709,978",0,0,0,新台幣                 10.0000元
2104 - 中橡,股東會確認,1,,106/06/16,"1,886,070,119","1,471,010,516","3,181,985,232","1,984,676,684",1.5,0,"897,981,418",0.5,0,"29,932,713",新台幣                 10.0000元
2104 - 中橡,董事會通過,1,106/03/27,106/06/16,"1,886,070,119","1,471,010,516","3,181,985,232","1,984,676,684",1.5,0,"897,981,418",0.5,0,"29,932,713",新台幣                 10.0000元
2105 - 正新,股東會確認,1,,106/06/15,"29,591,299,516","13,250,902,641","40,745,750,097","31,021,503,489",3,0,"9,724,246,608",0,0,0,新台幣                 10.0000元
2105 - 正新,董事會通過,1,106/04/26,106/06/15,"29,591,299,516","13,250,902,641","40,745,750,097","31,021,503,489",3,0,"9,724,246,608",0,0,0,新台幣                 10.0000元
2106 - 建大,股東會確認,1,,106/06/15,"6,452,807,299","3,092,443,287","9,267,201,191","7,518,341,191",2,0,"1,748,860,000",0,0,0,新台幣                 10.0000元
2106 - 建大,董事會通過,1,106/03/20,106/06/15,"6,452,807,299","3,092,443,287","9,267,201,191","7,518,341,191",2,0,"1,748,860,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
