公司代號名稱,資料來源,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2059 - 川湖,股東會確認,1,108/02/27,108/06/26,"5,563,875,874","1,775,964,101","7,159,297,683","6,253,975,499",9.5,0,"905,322,184",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2062 - 橋椿,股東會確認,1,0,108/05/08,"1,640,845,947","110,840,736","1,722,276,084","1,673,371,838",0.3,0,"48,904,246",0,0,0,新台幣                 10.0000元
2069 - 運錩,股東會確認,1,108/05/10,108/06/21,"23,071,022","870,507,969","763,601,349","372,634,259",2.5,0,"390,967,090",0,0,0,新台幣                 10.0000元
2101 - 南港,股東會確認,1,108/03/26,108/05/16,"3,446,031","183,405,892","160,907,373","374,904",0.1925,0,"160,532,469",0,0,0,新台幣                 10.0000元
2102 - 泰豐,股東會確認,1,108/03/22,108/06/17,"1,847,628,278","-1,225,567,758","618,995,551","618,995,551",0,0,0,0,0,0,新台幣                 10.0000元
2103 - 台橡,股東會確認,1,108/03/14,108/06/06,"781,231,704","1,192,185,902","1,832,345,397","1,023,149,619",0.98,0,"809,195,778",0,0,0,新台幣                 10.0000元
2104 - 國際中橡,股東會確認,1,108/03/22,108/06/19,"2,268,697,172","2,994,195,837","4,976,000,435","2,535,952,514",1.5,0,"1,307,168,531",1.3,0,"113,287,939",新台幣                 10.0000元
2105 - 正新,股東會確認,1,108/03/21,108/06/14,"29,069,066,933","3,520,319,807","31,540,074,908","27,974,517,818",1.1,0,"3,565,557,090",0,0,0,新台幣                 10.0000元
2106 - 建大,股東會確認,1,108/03/21,108/06/11,"6,360,004,412","689,167,100","7,158,697,343","6,284,267,343",1,0,"874,430,000",0,0,0,新台幣                 10.0000元
2107 - 厚生,股東會確認,1,108/03/15,108/06/05,"4,447,238,825","215,802,079","4,582,098,121","4,344,098,121",0.68,0,"238,000,000",0,0,0,新台幣                 10.0000元
2108 - 南帝,股東會確認,1,108/03/18,108/06/19,"203,698,524","1,534,951,371","1,600,925,136","714,575,150",1.8,0,"886,349,986",0,0,0,新台幣                 10.0000元
2109 - 華豐,股東會確認,1,108/03/20,108/06/21,"-776,810,864","-253,461,073","-766,472,974","-766,472,974",0,0,0,0,0,0,新台幣                 10.0000元
2114 - 鑫永銓,股東會確認,1,108/03/19,108/06/25,"561,086,242","394,842,639","917,661,641","546,272,561",5,0,"337,626,440",0.5,0,"3,376,264",新台幣                 10.0000元
2115 - 六暉-KY,股東會確認,1,108/03/13,108/05/29,"671,359,233","208,463,060","803,670,791","680,723,341",1.00000004,0,"81,964,970",0.49999996,0,"4,098,248",新台幣                 10.0000元
2201 - 裕隆,股東會確認,1,108/03/25,108/06/21,"683,769,015","2,037,031,756","1,583,498,765","529,642,426",0.67,0,"1,053,856,339",0,0,0,新台幣                 10.0000元
2204 - 中華,股東會確認,1,108/03/27,108/06/26,"18,882,263,320","3,592,998,978","22,127,652,037","19,774,765,585",1.7,0,"2,352,886,452",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2206 - 三陽工業,股東會確認,1,108/03/28,108/06/28,"213,878,069","1,038,388,599","951,619,265","125,439,661",1,0,"826,179,604",0,0,0,新台幣                 10.0000元
2207 - 和泰車,股東會確認,1,108/03/26,108/06/20,"22,952,071,256","10,025,534,804","31,981,198,820","25,427,048,612",12,0,"6,554,150,208",0,0,0,新台幣                 10.0000元
2208 - 台船,股東會確認,1,108/03/15,108/06/26,"-1,052,113,533","-3,100,212,159","-1,032,180,841","-1,032,180,841",0,0,0,0,0,0,新台幣                 10.0000元
2227 - 裕日車,股東會確認,1,108/05/10,108/06/28,"92,178,559","5,890,046,514","5,422,720,919","121,720,919",17.67,0,"5,301,000,000",0,0,0,新台幣                 10.0000元
2228 - 劍麟,股東會確認,1,108/03/15,108/06/19,"1,289,361,238","502,096,565","1,651,849,945","1,272,948,540",5,0,"378,901,405",0,0,0,新台幣                 10.0000元
2231 - 為升,股東會確認,1,0,108/04/17,"304,444,053","1,087,875,990","1,253,546,630","297,640,029",7.8,0,"898,321,871",0.5,0,"5,758,473",新台幣                 10.0000元
2233 - 宇隆,股東會確認,1,108/03/27,108/06/17,"337,267,730","424,313,788","688,119,104","447,330,748",4,0,"240,788,356",0,0,0,新台幣                 10.0000元
2236 - 百達-KY,股東會確認,1,108/03/28,108/06/28,"351,621,406","144,341,325","414,486,182","373,037,520",0.10244247,0,"4,144,862",0.92198329,0,"3,730,380",新台幣                 10.0000元
2239 - 英利-KY,股東會確認,1,108/03/25,108/06/24,"735,429,195","1,123,399,487","1,465,262,068","934,230,568",4.5,0,"531,031,500",0,0,0,新台幣                 10.0000元
2243 - 宏旭-KY,股東會確認,1,108/03/26,108/06/27,"66,223,886","-34,117,058","44,357,530","44,357,530",0,0,0,0,0,0,新台幣                 10.0000元
2301 - 光寶科,股東會確認,1,108/02/26,108/06/21,"7,499,888,591","7,956,838,274","14,310,648,873","7,446,117,140",2.92,0,"6,864,531,733",0,0,0,新台幣                 10.0000元
2302 - 麗正,股東會確認,1,108/03/31,108/06/21,"-33,989,131","27,652,691","-6,812,647",0,0,0,0,0,0,0,新台幣                 10.0000元
2303 - 聯電,股東會確認,1,108/03/06,108/06/12,"28,643,596,387","7,072,990,136","35,502,024,384","28,585,919,529",0.58,0,"6,916,104,855",0,0,0,新台幣                 10.0000元
2305 - 全友,股東會確認,1,108/03/12,108/05/28,"-108,850,078","-19,412,509","-128,602,493","-128,602,493",0,0,0,0,0,0,新台幣                 10.0000元
2308 - 台達電,股東會確認,1,108/03/11,108/06/10,"13,936,059,479","18,193,092,998","30,867,906,133","17,880,189,488",5,0,"12,987,716,645",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2312 - 金寶,股東會確認,1,108/03/28,108/06/24,"1,267,595,121","550,382,446","1,679,764,637","1,256,140,273",0.3,0,"423,624,364",0,0,0,新台幣                 10.0000元
2313 - 華通,股東會確認,1,108/03/13,108/06/13,"6,380,676,392","2,399,730,797","8,516,408,175","7,562,951,704",0.8,0,"953,456,471",0,0,0,新台幣                 10.0000元
2314 - 台揚,股東會確認,1,108/03/19,108/06/19,"21,503,286","52,109,447","51,365,764","5,760,100",0.2,0,"45,605,664",0,0,0,新台幣                 10.0000元
2316 - 楠梓電,股東會確認,1,108/03/25,108/06/18,"2,494,366,414","300,562,844","2,559,460,438","2,333,854,838",1,0,"225,605,600",0,0,0,新台幣                 10.0000元
2317 - 鴻海,股東會確認,1,108/05/10,108/06/21,"641,815,608,551","129,065,104,562","733,732,426,708","678,280,464,272",4,0,"55,451,962,436",0,0,0,新台幣                 10.0000元
2321 - 東訊,股東會確認,1,108/03/22,108/06/12,"-5,885,767,488","-46,896,682","-2,703,977,375","-2,703,977,375",0,0,0,0,0,0,新台幣                 10.0000元
2323 - 中環,股東會確認,1,108/03/15,108/06/05,"-6,293,519,214","430,204,418","-5,671,351,678","-5,671,351,678",0,0,0,0,0,0,新台幣                 10.0000元
2324 - 仁寶,股東會確認,1,108/03/22,108/06/21,"24,491,037,686","8,913,364,721","32,873,399,078","28,466,252,453",1,0.2,"5,288,575,950",0,0,0,新台幣                 10.0000元
2327 - 國巨,股東會確認,1,108/03/14,108/06/05,"14,959,926,861","33,839,292,755","44,884,681,138","26,094,539,549",44.3,0.7,"19,087,051,276",0,0,0,新台幣                 10.0000元
2328 - 廣宇,股東會確認,1,108/03/25,108/06/14,"2,566,996,341","1,185,379,019","3,285,865,934","2,715,685,024",1.1,0,"570,180,910",0,0,0,新台幣                 10.0000元
2329 - 華泰,股東會確認,1,108/03/29,108/06/18,"-2,536,872,497","-111,547,312","-44,832,325","-44,832,325",0,0,0,0,0,0,新台幣                 10.0000元
2330 - 台積電,股東會確認,1,108/02/19,108/06/05,"722,977,627,806","351,130,884,146","1,050,052,872,564","842,609,828,900",8,0,"207,443,043,664",0,0,0,新台幣                 10.0000元
2331 - 精英,股東會確認,1,108/03/25,108/06/20,0,"20,412,458",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2332 - 友訊,股東會確認,1,108/03/18,108/06/21,"-203,814,488","106,374,039",0,0,0,0.2,"130,399,234",0,0,0,新台幣                 10.0000元
2337 - 旺宏,股東會確認,1,108/03/12,108/06/18,"2,632,236,045","8,993,005,769","11,629,814,856","9,421,614,464",1.2,0,"2,208,200,392",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2338 - 光罩,股東會確認,1,108/03/20,108/06/11,0,"199,202,719","194,103,425","20,273",0.834,0,"194,083,152",0,0,0,新台幣                 10.0000元
2340 - 光磊,股東會確認,1,108/04/25,108/06/13,"884,318,598","653,106,881","1,463,723,116","1,241,003,795",0.5,0,"222,719,321",0,0,0,新台幣                 10.0000元
2342 - 茂矽,股東會確認,1,108/03/21,108/06/13,"-28,933,556","177,234,430","124,253,082","82,364,703",0.27,0,"41,888,379",0,0,0,新台幣                 10.0000元
2344 - 華邦電,股東會確認,1,108/03/25,108/06/14,"3,323,435,899","7,446,496,051","9,823,195,165","5,843,194,972",1,0,"3,980,000,193",0,0,0,新台幣                 10.0000元
2345 - 智邦,股東會確認,1,108/03/21,108/06/13,0,"2,952,448,591","2,603,694,789","373,011,201",4,0,"2,230,683,588",0,0,0,新台幣                 10.0000元
2347 - 聯強,股東會確認,1,108/03/13,108/06/06,"2,942,964,819","6,607,404,537","7,868,989,504","4,533,095,568",2,0,"3,335,893,936",0,0,0,新台幣                 10.0000元
2348 - 海悅,股東會確認,1,108/03/21,108/06/17,"70,957,724","461,783,121","476,845,356","151,565,356",3.8,0,"325,280,000",0,0,0,新台幣                 10.0000元
2349 - 錸德,股東會確認,1,108/03/29,108/06/19,"-4,751,621,368","-1,292,822,826","-3,583,955,370",0,0,0,0,0,0,0,新台幣                 10.0000元
2351 - 順德,股東會確認,1,108/03/08,108/06/21,"1,852,409,124","828,879,727","2,579,566,375","2,069,573,678",2.8,0,"509,992,697",0,0,0,新台幣                 10.0000元
2352 - 佳世達,股東會確認,1,108/03/21,108/06/21,"5,039,329,973","4,035,064,518","8,806,944,626","7,135,179,962",0.85,0,"1,671,764,664",0,0,0,新台幣                 10.0000元
2353 - 宏碁,股東會確認,1,108/03/20,108/06/14,0,"3,060,428,635","2,373,276,341","5,577,294",0.77,0,"2,367,699,047",0,0,0,新台幣                 10.0000元
2354 - 鴻準,股東會確認,1,108/05/09,108/06/21,"57,427,384,637","9,146,658,556","65,581,103,544","61,054,750,929",3.2,0,"4,526,352,615",0,0,0,新台幣                 10.0000元
2355 - 敬鵬,股東會確認,1,108/03/20,108/06/27,"7,414,446,972","163,311,132","7,568,917,085","7,370,169,375",0.5,0,"198,747,710",0,0,0,新台幣                 10.0000元
2356 - 英業達,股東會確認,1,108/03/26,108/06/14,"826,036,498","6,499,856,254","5,777,236,956","396,024,357",1.5,0,"5,381,212,599",0,0,0,新台幣                 10.0000元
2357 - 華碩,股東會確認,1,108/03/20,108/06/18,"90,384,886,660","4,235,036,329","94,132,977,336","82,991,573,136",15,0,"11,141,404,200",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2358 - 廷鑫,股東會確認,1,108/03/22,108/06/21,"-119,598,786","70,330,757","-49,268,029","-49,268,029",0,0,0,0,0,0,新台幣                 10.0000元
2359 - 所羅門,股東會確認,1,108/03/18,108/06/12,"1,945,845,637","282,192,905","2,199,674,065","2,011,055,908",1.1,0,"188,618,157",0,0,0,新台幣                 10.0000元
2360 - 致茂,股東會確認,1,108/02/21,108/06/18,"1,878,572,974","2,546,275,521","4,301,132,880","2,550,236,880",4.17782622,0,"1,750,896,000",0,0,0,新台幣                 10.0000元
2362 - 藍天,股東會確認,1,108/03/27,108/06/18,0,"1,454,904,448","207,579,386","79,126,786",0.2,0.8,"642,263,000",0,0,0,新台幣                 10.0000元
2363 - 矽統,股東會確認,1,108/03/22,108/06/21,"-482,989,272","-175,218,450","893,855,764","893,855,764",0,0,0,0,0,0,新台幣                 10.0000元
2364 - 倫飛,股東會確認,1,108/03/22,108/06/12,"-1,406,234,231","-69,343,893","-1,476,960,458","-1,476,960,458",0,0,0,0,0,0,新台幣                 10.0000元
2365 - 昆盈,股東會確認,1,108/03/21,108/06/21,"24,752","95,158,367",0,0,0,0.2,"46,907,700",0,0,0,新台幣                 10.0000元
2367 - 燿華,股東會確認,1,108/04/30,108/06/12,"303,065,944","656,651,312","724,379,744","476,616,874",0.4,0,"247,762,870",0,0,0,新台幣                 10.0000元
2368 - 金像電,股東會確認,1,108/03/25,108/06/14,"-1,187,193,049","228,869,345","-492,238,302",0,0,0,0,0,0,0,新台幣                 10.0000元
2369 - 菱生,股東會確認,1,108/03/20,108/06/12,"304,089,553","-207,271,081","119,470,566","119,470,566",0,0.1999,"76,000,000",0,0,0,新台幣                 10.0000元
2371 - 大同,股東會確認,1,108/05/06,108/06/17,"13,855,397,561","-10,642,905,985",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2373 - 震旦行,股東會確認,1,108/03/12,108/06/12,"192,906,866","1,522,998,796","1,598,744,207","181,529,099",6,0,"1,417,215,108",0,0,0,新台幣                 10.0000元
2374 - 佳能,股東會確認,1,108/05/02,108/06/14,"2,096,832,864","-463,048,371","1,218,875,114","1,077,693,708",0.5,0,"141,181,406",0,0,0,新台幣                 10.0000元
2375 - 凱美,股東會確認,1,108/03/25,108/06/05,"586,199,118","1,749,115,418","2,183,461,868","1,908,907,019",3,0,"274,554,849",0,0,0,新台幣                 10.0000元
2376 - 技嘉,股東會確認,1,108/04/16,108/06/12,"6,746,580,748","2,566,511,643","8,609,187,252","6,702,120,594",3,0,"1,907,066,658",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2377 - 微星,股東會確認,1,108/04/30,108/06/14,"9,948,776,669","6,041,129,053","15,288,673,113","11,486,820,218",4.5,0.5,"4,224,280,994",0,0,0,新台幣                 10.0000元
2379 - 瑞昱,股東會確認,1,108/04/26,108/06/12,"6,472,071,452","4,350,768,584","11,015,538,268","7,966,965,484",6,1,"3,556,668,248",0,0,0,新台幣                 10.0000元
2380 - 虹光,股東會確認,1,0,108/04/12,"-1,397,955,426","-426,184,483","-457,767,665","-457,767,665",0,0,0,0,0,0,新台幣                 10.0000元
2382 - 廣達,股東會確認,1,108/03/28,108/06/21,"35,224,199,622","15,118,552,875","49,307,085,776","35,594,758,392",3.55,0,"13,712,327,384",0,0,0,新台幣                 10.0000元
2383 - 台光電,股東會確認,1,108/03/22,108/06/10,"4,981,309,704","1,751,378,380","6,369,022,007","5,154,342,667",3.8,0,"1,214,679,340",0,0,0,新台幣                 10.0000元
2385 - 群光,股東會確認,1,108/03/07,108/06/05,"4,056,392,027","3,590,710,608","6,852,358,566","4,085,500,587",3.8,0,"2,766,857,979",0,0,0,新台幣                 10.0000元
2387 - 精元,股東會確認,1,108/03/21,108/06/14,"3,780,426,449","130,354,163","3,767,473,847","3,571,175,895",1.00536182,0,"196,297,952",0,0,0,新台幣                 10.0000元
2388 - 威盛,股東會確認,1,108/03/26,108/06/21,"-1,207,275,000","68,793,000","-1,153,913,000","-1,153,913,000",0,0,0,0,0,0,新台幣                 10.0000元
2390 - 云辰,股東會確認,1,108/03/27,108/06/20,"-82,983,757","-173,138,802","-243,515,049","-243,515,049",0,0,0,0,0,0,新台幣                 10.0000元
2392 - 正崴,股東會確認,1,108/03/29,108/06/12,"4,337,471,899","608,100,103","4,817,818,785","4,049,328,375",1.5,0,"768,490,410",0,0,0,新台幣                 10.0000元
2393 - 億光,股東會確認,1,108/03/25,108/06/14,"473,160,558","793,069,362","809,064,584","144,509,855",1.5,0,"664,554,729",0,0,0,新台幣                 10.0000元
2395 - 研華,股東會確認,1,108/03/08,108/05/28,"3,797,379,616","6,294,657,374","8,957,321,553","4,206,192,085",6.8,0,"4,751,129,468",0,0,0,新台幣                 10.0000元
2397 - 友通,股東會確認,1,108/03/13,108/05/29,"130,559,623","605,337,033","683,612,312","79,111,147",5.28,0,"604,501,165",0,0,0,新台幣                 10.0000元
2399 - 映泰,股東會確認,1,108/03/19,108/06/18,"146,615,984","-243,251,460","-107,136,025","-107,136,025",0,0,0,0,0,0,新台幣                 10.0000元
2401 - 凌陽,股東會確認,1,108/03/20,108/06/10,"53,167","5,616,331",0,0,0,0.36,"213,118,171",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2402 - 毅嘉,股東會確認,1,108/03/25,108/06/14,"297,580,420","145,109,859","227,820,017","74,051,751",0.5,0,"153,768,267",0,0,0,新台幣                 10.0000元
2404 - 漢唐,股東會確認,1,108/03/25,108/06/19,"700,697,827","2,147,566,428","2,678,554,135","772,687,155",10,0,"1,905,866,980",0,0,0,新台幣                 10.0000元
2405 - 浩鑫,股東會確認,1,108/03/26,108/06/27,0,"-135,831,637",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2406 - 國碩,股東會確認,1,108/03/28,108/06/25,"-2,621,881,233","-1,428,790,580","-3,946,718,455","-3,946,718,455",0,0,0,0,0,0,新台幣                 10.0000元
2408 - 南亞科,股東會確認,1,108/02/27,108/05/30,"54,787,796,362","39,361,625,598","89,965,679,818","68,265,679,818",7.15365144,0,"21,700,000,000",0,0,0,新台幣                 10.0000元
2409 - 友達,股東會確認,1,108/03/22,108/06/14,"30,003,533,253","10,160,598,437","38,306,533,984","33,494,411,426",0.5,0,"4,812,122,558",0,0,0,新台幣                 10.0000元
2412 - 中華電,股東會確認,1,108/03/19,108/06/21,"3,373,548","35,501,621,178","47,141,344,830","12,395,741,755",4.479,0,"34,745,603,075",0,0,0,新台幣                 10.0000元
2413 - 環科,股東會確認,1,108/03/18,108/06/19,0,"6,814,310","77,628,167","77,628,167",0,0,0,0,0,0,新台幣                 10.0000元
2414 - 精技,股東會確認,1,108/03/22,108/06/27,"23,421,408","255,285,489","256,856,572","22,339,595",1.45,0,"234,516,977",0,0,0,新台幣                 10.0000元
2415 - 錩新,股東會確認,1,108/03/15,108/06/04,"176,340,898","100,531,821","301,841,387","181,841,387",1.5,0,"120,000,000",0,0,0,新台幣                 10.0000元
2417 - 圓剛,股東會確認,1,108/03/21,108/06/20,0,"5,119,462","12,139,443","12,139,443",0,0.1,"19,289,233",0,0,0,新台幣                 10.0000元
2419 - 仲琦,股東會確認,1,108/03/22,108/06/13,0,"191,959,649","159,554,357",0,0.71,0.09,"180,048,107",0,0,0,新台幣                 10.0000元
2420 - 新巨,股東會確認,1,108/03/15,108/06/05,"232,036,044","497,133,204","679,078,425","251,662,099",2.8,0,"427,416,326",0,0,0,新台幣                 10.0000元
2421 - 建準,股東會確認,1,108/03/14,108/06/19,"59,183,721","605,120,130","573,772,870","71,913,406",2,0,"501,859,464",0,0,0,新台幣                 10.0000元
2423 - 固緯,股東會確認,1,108/03/18,108/06/12,"184,932,706","343,524,908","481,519,184","220,434,064",1.8,0,"261,085,120",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2424 - 隴華,股東會確認,1,108/03/13,108/06/03,"69,899,965","-41,311,002","28,588,963","28,588,963",0,0,0,0,0,0,新台幣                 10.0000元
2425 - 承啟,股東會確認,1,108/05/03,108/06/14,"474,101,400","244,304,360","669,619,981","517,371,735",1.5,0,"152,248,246",0,0,0,新台幣                 10.0000元
2426 - 鼎元,股東會確認,1,108/03/29,108/06/24,"1,840,000","537,824,633","485,089,758","124,343,056",1.2,0,"360,746,702",0,0,0,新台幣                 10.0000元
2427 - 三商電,股東會確認,1,108/03/26,108/06/18,"25,408,220","115,565,493","132,892,295","59,166,510",0.4,0,"73,725,785",0,0,0,新台幣                 10.0000元
2428 - 興勤,股東會確認,1,108/03/25,108/06/21,"2,563,916,758","982,766,203","3,378,179,302","2,891,350,944",3.8,0,"486,828,358",0,0,0,新台幣                 10.0000元
2429 - 銘旺科,股東會確認,1,108/03/26,108/06/27,"-97,890,617","-12,048,708","-11,201,180","-11,201,180",0,0,0,0,0,0,新台幣                 10.0000元
2430 - 燦坤,股東會確認,1,0,108/04/19,"774,137,277","223,415,792","964,547,526","814,725,583",0.9,0,"149,821,943",0,0,0,新台幣                 10.0000元
2431 - 聯昌,股東會確認,1,108/03/11,108/06/11,"-39,125,182","-189,823,124","-162,983,390","-162,983,390",0,0,0,0,0,0,新台幣                 10.0000元
2433 - 互盛電,股東會確認,1,108/03/08,108/06/13,"70,796,475","528,345,201","549,428,357","43,692,318",3.5,0,"505,736,039",0,0,0,新台幣                 10.0000元
2434 - 統懋,股東會確認,1,108/03/26,108/06/27,"-138,797,341","-180,727,781","-312,633,850","-312,633,850",0,0,0,0,0,0,新台幣                 10.0000元
2436 - 偉詮電,股東會確認,1,108/03/15,108/06/05,"266,151,883","176,308,796","618,666,192","440,621,792",1,0,"178,044,400",0,0,0,新台幣                 10.0000元
2438 - 翔耀,股東會確認,1,108/03/20,108/06/27,"-332,943,129","8,983,484","-304,572,282","-304,572,282",0,0,0,0,0,0,新台幣                 10.0000元
2439 - 美律,股東會確認,1,108/02/26,108/06/19,"785,959,464","2,064,265,198","2,983,136,764","1,231,718,186",8.6,0,"1,751,418,578",0,0,0,新台幣                 10.0000元
2440 - 太空梭,股東會確認,1,108/03/26,108/06/24,"-224,655,469","-57,959,020","-255,691,825",0,0,0,0,0,0,0,新台幣                 10.0000元
2441 - 超豐,股東會確認,1,108/02/25,108/05/24,"5,292,508,378","2,375,453,196","7,456,530,600","5,920,646,613",2.7,0,"1,535,883,987",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2442 - 新美齊,股東會確認,1,108/03/13,108/05/29,"-64,722,795","823,834,936","707,001,194","347,390,674",0.5,0,"119,870,170",1,0,"23,974,035",新台幣                 10.0000元
2443 - 億麗,股東會確認,1,108/03/18,108/06/10,"-298,344,034","-388,477,037","-686,821,071","-686,821,071",0,0,0,0,0,0,新台幣                 10.0000元
2444 - 兆勁,股東會確認,1,108/03/26,108/06/28,"170,499","-99,099,458","-91,703,558","-91,703,558",0,0,0,0,0,0,新台幣                 10.0000元
2448 - 晶電,股東會確認,1,108/03/14,108/06/20,0,"-456,145,814",0,0,0,0.3,"324,270,423",0,0,0,新台幣                 10.0000元
2449 - 京元電子,股東會確認,1,108/03/14,108/06/06,"3,425,611,695","1,795,343,626","5,045,825,561","3,395,119,724",1.35,0,"1,650,705,837",0,0,0,新台幣                 10.0000元
2450 - 神腦,股東會確認,1,108/02/22,108/06/14,"709,272,076","405,854,213","1,052,771,695","678,305,342",1.45,0,"374,466,353",0,0,0,新台幣                 10.0000元
2451 - 創見,股東會確認,1,108/03/07,108/06/12,"4,698,093,242","2,081,995,196","6,556,472,919","4,661,121,549",4.4,0.6,"2,153,808,375",0,0,0,新台幣                 10.0000元
